Source DB,Target,Topic,Severity Level,Action Code,Action Message,Action Item,PostgreSQL Documentation Hyperlink / Amazon Services Hyperlink,Aurora PostgreSQL Documentation Hyperlink / Amazon Services Hiperlink,Estimated time to manual resolve h
DB2,MySQL,CREATE FUNCTION,3,4048,MySQL doesn't support the table-valued functions,Perform a manual conversion.,https://dev.mysql.com/doc/refman/5.7/en/create-procedure.html,https://dev.mysql.com/doc/refman/5.6/en/create-procedure.html,10
DB2,MySQL,VIEW,3,4049,MySQL doesn't support VIEW with the ROW MOVEMENT option,Use VIEW without this option instead.,http://dev.mysql.com/doc/refman/5.7/en/create-view.html,http://dev.mysql.com/doc/refman/5.6/en/create-view.html,0.1
DB2,MySQL,VIEW,0,4050,MySQL doesn't support the typed view,Perform a manual conversion.,http://dev.mysql.com/doc/refman/5.7/en/create-view.html,http://dev.mysql.com/doc/refman/5.6/en/create-view.html,8
DB2,MySQL,SELECT,0,4051,MySQL doesn't support the GROUPING SETS statement,Use a stored procedure to prepare data.,https://dev.mysql.com/doc/refman/5.7/en/union.html,https://dev.mysql.com/doc/refman/5.6/en/union.html,8
DB2,MySQL,ORDER BY,1,4053,MySQL doesn't support ORDER OF clause,Check converted code and make manual corrections if it's necessary.,,,8
DB2,MySQL,SELECT ,0,4054,MySQL doesn't support ORDER BY ... NULLS FIRST/LAST,Try rewriting the ORDER BY clause with CASE.,https://dev.mysql.com/doc/refman/5.7/en/select.html,https://dev.mysql.com/doc/refman/5.6/en/select.html,2
DB2,MySQL,DML statements,1,4057,MySQL doesn't support defining of isolation level,Converted without isolation level.,"https://dev.mysql.com/doc/refman/5.7/en/select.html
http://dev.mysql.com/doc/refman/5.7/en/insert.html

https://dev.mysql.com/doc/refman/5.7/en/update.html
https://dev.mysql.com/doc/refman/5.7/en/delete.html","https://dev.mysql.com/doc/refman/5.6/en/select.html
http://dev.mysql.com/doc/refman/5.6/en/insert.html

https://dev.mysql.com/doc/refman/5.6/en/update.html
https://dev.mysql.com/doc/refman/5.6/en/delete.html",0.2
DB2,MySQL,SELECT,1,4058,MySQL doesn't support defining of read-only-clause in the select statement,Perform a manual conversion.,,,8
DB2,MySQL,SELECT,1,4059,MySQL doesn't support defining of concurrent-access-resolution-clause in the select statement,Perform a manual conversion.,,,8
DB2,MySQL,SELECT,3,4060,This object uses a hidden column from the %s table,Check the number of columns in the table.,,,0.01
DB2,MySQL,Unknown,0,4061,Automatic conversion of %s object is not supported,Perform a manual conversion.,,,40
DB2,MySQL,INSERT statement,0,4062,MySQL doesn't support inserting into query,Perform a manual conversion.,http://dev.mysql.com/doc/refman/5.7/en/insert.html,http://dev.mysql.com/doc/refman/5.6/en/insert.html,2
DB2,MySQL,UPDATE statement,0,4063,MySQL doesn't support updating with using FROM clause,Perform a manual conversion.,https://dev.mysql.com/doc/refman/5.7/en/update.html,https://dev.mysql.com/doc/refman/5.6/en/update.html,2
DB2,MySQL,UPDATE statement,1,4064,MySQL doesn't support updating with using ONLY clause,Perform a manual conversion.,https://dev.mysql.com/doc/refman/5.7/en/update.html,https://dev.mysql.com/doc/refman/5.6/en/update.html,16
SQL Server,MySQL,SELECT,1,839,Unused CTE query definition.,Please review generated code and modify it if necessary.,,,0.1
DB2,MySQL,UPDATE statement,0,4065,MySQL doesn't support updating with data using query,Perform a manual conversion.,https://dev.mysql.com/doc/refman/5.7/en/update.html,https://dev.mysql.com/doc/refman/5.6/en/update.html,4
DB2,MySQL,UPDATE statement,1,4066,MySQL doesn't support update statement with returning values,Converted without returning values.,https://dev.mysql.com/doc/refman/5.7/en/update.html,https://dev.mysql.com/doc/refman/5.6/en/update.html,8
DB2,MySQL,DML statements,1,4067,MySQL doesn't support of defining isolation level,Converted without isolation level.,https://dev.mysql.com/doc/refman/5.7/en/update.html,https://dev.mysql.com/doc/refman/5.6/en/update.html,0.3
DB2,MySQL,DELETE|UPDATE,0,4068,MySQL doesn't support use of a CURRENT OF clause for data manipulation language (DML),Replace the CURRENT OF clause with an expression that consists of conditions that use unique key fields of the table.,https://dev.mysql.com/doc/refman/5.7/en/update.html,https://dev.mysql.com/doc/refman/5.6/en/update.html,1
DB2,MySQL,DML,0,4069,MySQL doesn't support INCLUDE columns,Perform a manual conversion.,https://dev.mysql.com/doc/refman/5.7/en/update.html,https://dev.mysql.com/doc/refman/5.6/en/update.html,2
DB2,MySQL,DELETE|UPDATE,1,4070,MySQL doesn't support OFFSET clause,Converted without OFFSET clause.,https://dev.mysql.com/doc/refman/5.7/en/update.html,https://dev.mysql.com/doc/refman/5.6/en/update.html,2
DB2,MySQL,DELETE statement,1,4071,MySQL doesn't support deleting with using ONLY clause,Perform a manual conversion.,https://dev.mysql.com/doc/refman/5.7/en/delete.html,https://dev.mysql.com/doc/refman/5.6/en/delete.html,16
DB2,MySQL,DELETE statement,0,4072,MySQL doesn't support deleting with data using query,Perform a manual conversion.,https://dev.mysql.com/doc/refman/5.7/en/delete.html,https://dev.mysql.com/doc/refman/5.6/en/delete.html,4
DB2,MySQL,DELETE statement,1,4073,MySQL doesn't support delete statement with returning values,Converted without returning values.,https://dev.mysql.com/doc/refman/5.7/en/delete.html,https://dev.mysql.com/doc/refman/5.6/en/delete.html,8
DB2,MySQL,MERGE,0,4074,MySQL doesn't support the MERGE statement,To achieve the effect of a MERGE statement use separate INSERT DELETE and UPDATE statements.,,,2
SQL Server,MySQL,UPDATE,0,840,Conversion of updated CTE is not supported.,Perform a manual conversion.,,,4
SQL Server,MySQL,DATATYPES,1,841,MySQL does not allow numeric (x 0) or decimal (x 0) data type to be used in columns with AUTO_INCREMENT option data type is replaced with a compatible one,Please review generated code and modify it if necessary.,,,0.1
DB2,MySQL,PREDICATES,0,4075,MySQL doesn't support the ARRAY_EXISTS predicate,Perform a manual conversion.,,,2
DB2,MySQL,DECLARE,1,4076,Unable to convert variable declaration of unsupported %s object,The stub-code created. Please perform a manual conversion.,,,8
DB2,MySQL,DATATYPES,1,4077,Unable to convert simple usage of unsupported %s datatype object,Perform a manual conversion.,,,8
DB2,MySQL,DATATYPES,0,4078,Unable to convert complex usage of unsupported %s datatype object,Perform a manual conversion.,,,8
DB2,MySQL,DATATYPES,1,4079,Unsupported data type %s of variable was replaced. Check the conversion result,The stub-code created. Please perform a manual conversion.,,,8
DB2,MySQL,DECLARE CURSOR,1,4080,MySQL doesn't support cursor options,Declaration of cursor converted without option. Review transformed code and modify it if necessary.,,,0.5
DB2,MySQL,BUILT-IN SQL FUNCTIONS,3,4081,"Values 'm' 'n' 's' 'x' are not fully supported as ""flags"" parameter arguments. Please notice that the same regular expression in DB2 and MySQL might produce different results.",Check converted code execution results and make manual corrections of regular expression in case they are differ from the expected ones.,https://dev.mysql.com/doc/refman/5.7/en/regexp.html,,4
DB2,MySQL,MODULE,0,4082,MySQL doesn't support modules,Perform a manual conversion.,,,1
DB2,MySQL,GLOBAL TEMPORARY TABLE,3,4083,MySQL doesn't support GLOBAL TEMPORARY TABLE with the ON COMMIT DELETE ROWS option,Use TEMPORARY TABLE without this option instead.,https://dev.mysql.com/doc/refman/5.7/en/create-table.html,https://dev.mysql.com/doc/refman/5.6/en/create-table.html,0.1
DB2,MySQL,DECLARE CURSOR,1,4084,MySQL doesn't support cursor options,Cursor converted without option. Review transformed code and modify it if necessary.,https://dev.mysql.com/doc/refman/5.7/en/cursors.html,https://dev.mysql.com/doc/refman/5.6/en/cursors.html,0.1
DB2,MySQL,GOTO,0,4085,MySQL doesn't support GOTO statement,Perform a manual conversion.,,,8
DB2,MySQL,CREATE TABLE,0,4086,MySQL doesn't support USING GLOBAL TEMPORARY TABLE without name of schema or with name of schema - SESSION,Perform a manual conversion.,https://dev.mysql.com/doc/refman/5.7/en/create-table.html,https://dev.mysql.com/doc/refman/5.6/en/create-table.html,8
SQL Server,MySQL,CURSOR,1,842,MySQL doesn't support the %s option  in cursors,Please review generated code and modify it if necessary.,https://dev.mysql.com/doc/refman/5.7/en/cursors.html,https://dev.mysql.com/doc/refman/5.6/en/cursors.html,0.3
DB2,MySQL,EXCEPTIONS,3,4087,MySQL doesn't support transactions in functions. UNDO was replaced with EXIT,Perform a manual conversion.,,,4
DB2,MySQL,EXCEPTIONS,3,4088,Error codes are not the same. You need to check the result of the conversion,You need to check the result of the conversion.,,,4
DB2,MySQL,EXCEPTIONS,3,4089,MySQL doesn't support ATOMIC option,Perform a manual conversion.,,,4
DB2,MySQL,EXCEPTIONS,0,4090,MySQL doesn't support error handling variables,Perform a manual conversion.,,,4
DB2,MySQL,FUNCTION,1,4091,MySQL doesn't support convert template stored function,Perform a manual conversion.,https://dev.mysql.com/doc/refman/5.7/en/create-procedure.html,https://dev.mysql.com/doc/refman/5.6/en/create-procedure.html,20
Oracle,MySQL,CREATE TABLE,3,699,MySQL doesn’t supports not allowed partitions functions,Please recheck partitioning emulation ,https://dev.mysql.com/doc/refman/5.7/en/create-table.html,https://dev.mysql.com/doc/refman/5.6/en/create-table.html,8
DB2,MySQL,TYPE METHODS,0,4092,MySQL doesn't support methods invocation,Perform a manual conversion.,,,8
SQL Server,MySQL,XML,0,843,Automatic migration of the FOR XML statement in functions is not supported,Perform a manual conversion.,,,8
DB2,MySQL,DATATYPES,3,4093,MySQL doesn't support %s type in the CAST function. The loss of precision and/or accuracy of data is possible,Check if the data violates these restrictions. If so perform a manual migration please.,http://dev.mysql.com/doc/refman/5.7/en/cast-functions.html#function_cast,http://dev.mysql.com/doc/refman/5.6/en/cast-functions.html#function_cast,8
DB2,MySQL,DATETIME casting,3,4094,Date and time format can be not matched,Review your code and modify it if necessary.,https://dev.mysql.com/doc/refman/5.7/en/datetime.html,https://dev.mysql.com/doc/refman/5.6/en/datetime.html,2
DB2,MySQL,FUNCTION,1,4095,Unable to convert template stored function,Perform a manual conversion.,https://dev.mysql.com/doc/refman/5.7/en/create-procedure.html,https://dev.mysql.com/doc/refman/5.6/en/create-procedure.html,20
DB2,MySQL,FUNCTION MAPPING,1,4096,Unable to convert function mapping,Perform a manual conversion.,https://dev.mysql.com/doc/refman/5.7/en/create-procedure.html,https://dev.mysql.com/doc/refman/5.6/en/create-procedure.html,20
DB2,MySQL,"ARRAYS
ROWS",0,4097,MySQL doesn't support arrays or rows,Perform a manual conversion.,,,20
DB2,MySQL,DEFAULT,1,4098,Unable automatically convert default value of field %s for table which is created inside another stored routine,Perform a manual conversion.,,,8
DB2,MySQL,TYPE OF ARRAY,0,4099,MySQL doesn't support arrays,Perform a manual conversion.,,,20
DB2,MySQL,DISTINCT TYPE,0,4100,MySQL doesn't support distinct types,Perform a manual conversion.,,,6
DB2,MySQL,ROW TYPE,0,4101,MySQL doesn't support row types,Perform a manual conversion.,,,15
DB2,MySQL,MATERIALIZED VIEW,0,4102,MySQL doesn't support using of materialized VIEWs,Revise your code to replace materialized VIEW with another solution.,http://dev.mysql.com/doc/refman/5.0/en/create-view.html,http://dev.mysql.com/doc/refman/5.0/en/create-view.html,8
DB2,MySQL,NICKNAME,0,4103,MySQL doesn't support using of nicknames,Revise your code to replace a nickname with another solution.,http://dev.mysql.com/doc/refman/5.0/en/create-view.html,http://dev.mysql.com/doc/refman/5.0/en/create-view.html,8
DB2,MySQL,NICKNAMES,0,4104,MySQL doesn't support nicknames,Perform a manual conversion.,,,16
DB2,MySQL,DDL,0,4105,MySQL doesn't support specification indexes,Perform a manual conversion.,https://dev.mysql.com/doc/refman/5.7/en/create-index.html,,0.1
DB2,MySQL,CREATE TABLE,3,4106,MySQL doesn't support variable-length data types (including BLOB and TEXT) for TABLE with ENGINE=MEMORY,Table created without ENGINE=MEMORY option.,https://dev.mysql.com/doc/refman/5.7/en/memory-storage-engine.html,,0.1
DB2,MySQL,CREATE TABLE,3,4107,Unable to convert USING GLOBAL TEMPORARY TABLE of unsupported %s temporary table object,Try using an ordinary table.,https://dev.mysql.com/doc/refman/5.7/en/create-table.html,https://dev.mysql.com/doc/refman/5.6/en/create-table.html,8
SQL Server,MySQL,CREATE TABLE Local Variables,2,844,MySQL expands fractional seconds support for TIME DATETIME2 and DATETIMEOFFSET values with up to microseconds (6 digits) of precision,Review your transformed code and modify it if necessary to avoid a loss of accuracy.,https://dev.mysql.com/doc/refman/5.7/en/data-types.html,https://dev.mysql.com/doc/refman/5.6/en/data-types.html,0.5
MySQL,MySQL,CREATE TABLE,3,2702,MySQL doesn't support %s engine,Table created without ENGINE=%s option.,https://dev.mysql.com/doc/refman/5.6/en/storage-engines.html,,8
MySQL,MySQL,CREATE TABLE,3,2703,MySQL doesn't support %s row format,Table created without ROW_FORMAT=%s option.,https://dev.mysql.com/doc/refman/5.6/en/innodb-row-format-specification.html,,8
MySQL,MySQL,CREATE TABLE,3,2704,MySQL doesn't support %s index type,Table created without INDEX_TYPE=%s option.,https://dev.mysql.com/doc/refman/5.6/en/create-index.html,,8
Oracle ,MySQL,CREATE TABLE,1,216,MySQL expands fractional seconds support for TIME DATETIME and TIMESTAMP values with up to microseconds (6 digits) of precision. MySQL doesn't have a data type that stores time zone information,Review your transformed code and modify it if necessary to avoid a loss of accuracy. Manually create a mechanism to represent TIME ZONE functionality as needed.,https://dev.mysql.com/doc/refman/5.7/en/data-types.html,https://dev.mysql.com/doc/refman/5.6/en/data-types.html,0.5
DB2,MySQL,CREATE TABLE,3,4108,MySQL doesn't support the  NULLS LAST clause,Table created without the NULLS LAST clause.,https://dev.mysql.com/doc/refman/5.7/en/create-table.html,https://dev.mysql.com/doc/refman/5.6/en/create-table.html,8
DB2,MySQL,SYS objects,0,4109,Unable to convert system object %s,Perform a manual conversion.,,,4
DB2,MySQL,VIEW,0,4110,MySQL doesn't support the recursive view,Revise your code to replace recursive VIEW with another solution.,http://dev.mysql.com/doc/refman/5.7/en/create-view.html,http://dev.mysql.com/doc/refman/5.6/en/create-view.html,8
DB2,MySQL,Parser Error,1,4111,Unable to resolve the object,Verify if object %s is present in the database. If it isn't check the object name or add the object. If the object is present transform the code manually.,,,4
Oracle,MySQL,Literals,0,32,Unsupported literal,Currently the only supported format is a SQL ANSI format for literals. Please perform a manual conversion.,https://dev.mysql.com/doc/refman/5.7/en/date-and-time-functions.html#function_date-add,https://dev.mysql.com/doc/refman/5.6/en/date-and-time-functions.html#function_date-add,0.5
Oracle ,MySQL,Literals,3,33,MySQL doesn't support fractional seconds for  TIMESTAMP literals,Review your transformed code and modify it if necessary to avoid a loss of accuracy.,https://dev.mysql.com/doc/refman/5.7/en/data-types.html,https://dev.mysql.com/doc/refman/5.6/en/data-types.html,0.5
